mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,spectral_centroid,spectral_bandwidth,spectral_rolloff,zero_crossing_rate,rms_energy,spectral_contrast,instrument,filename
-404.779114,228.359558,63.094849,-5.458662,-1.837461,-4.369188,-12.038698,-8.234474,-11.177577,-17.775110,-11.289390,-0.786913,-1.125918,467.690434,453.286127,686.246620,0.034044,0.057580,23.802467,acoustic_guitar,[gac][jaz_blu]0577__1.wav
-401.595093,222.366104,65.661629,-6.210173,-2.983376,0.831229,-9.256885,-13.498917,-13.660585,-12.296400,-8.287163,-6.421618,-8.694436,480.642368,438.406001,722.687425,0.037523,0.066125,23.809749,acoustic_guitar,[gac][jaz_blu]0577__3.wav
-232.743332,88.415627,35.913212,36.620358,14.813602,23.490629,10.414576,9.852522,-4.143017,3.423212,-3.415937,0.771188,-8.887871,1940.462584,2623.941754,4763.972731,0.059304,0.067117,23.207640,acoustic_guitar,[gac][jaz_blu]0583__1.wav
-219.069977,93.528503,33.338734,37.933384,14.267307,23.129654,14.132619,11.220709,3.147888,1.494434,-2.006034,5.472142,-8.382861,1799.907632,2564.480586,4532.407978,0.050612,0.073487,23.601746,acoustic_guitar,[gac][jaz_blu]0583__2.wav
-327.687927,153.265381,5.329817,38.969948,18.879990,15.666812,-6.018973,-1.381791,-4.048213,-6.682181,-14.360106,-7.823654,-3.198473,928.261685,1449.162946,1710.067608,0.032493,0.046703,24.882181,acoustic_guitar,[gac][jaz_blu]0587__1.wav
-301.855835,146.762100,5.415441,36.792763,18.432398,15.299584,-7.159134,-0.108385,-3.865251,-10.181293,-10.380627,-8.138655,-5.654569,1083.151020,1631.469495,2125.989709,0.039487,0.048257,24.163474,acoustic_guitar,[gac][jaz_blu]0587__2.wav
-313.500916,151.853149,4.984130,33.573616,14.271909,14.265886,-7.006318,-3.705736,-6.087430,-11.641632,-11.658147,-6.883408,-6.723002,975.232240,1447.488717,1789.740460,0.037406,0.053054,25.310207,acoustic_guitar,[gac][jaz_blu]0587__3.wav
-115.801529,102.834633,23.867083,34.178741,11.986446,11.641536,6.136384,12.803808,-3.155607,-0.060111,-0.149899,6.339417,-1.914054,1724.699689,2467.143239,4189.450308,0.041695,0.187208,23.185590,acoustic_guitar,[gac][jaz_blu]0593__1.wav
-95.366364,94.226990,15.377519,32.890869,6.075783,7.923049,3.813993,9.644922,-3.881314,-0.989829,0.098464,7.459674,-2.378370,2067.820286,2562.777074,4792.131535,0.074478,0.164276,23.139803,acoustic_guitar,[gac][jaz_blu]0593__3.wav
-264.857208,166.387924,-48.760254,76.715881,-10.938561,9.628837,10.705256,-22.806746,1.537509,-17.097765,-8.308842,-10.646765,-10.976469,1218.513905,1386.030859,2851.658654,0.052723,0.059457,23.437629,acoustic_guitar,[gac][jaz_blu]0597__1.wav
-240.416031,163.069626,-53.471367,78.842911,-15.336288,8.617183,7.974954,-24.542683,1.464680,-15.543636,-3.550794,-10.088751,-13.088848,1325.066577,1429.714190,3084.548528,0.060029,0.073777,23.599850,acoustic_guitar,[gac][jaz_blu]0597__3.wav
-250.746826,199.946976,-3.674292,35.796833,45.628784,-6.901130,5.671550,2.549442,-16.990997,-0.163801,-4.761826,-17.744276,-8.627398,562.819548,768.978324,991.769644,0.027922,0.167934,23.516072,acoustic_guitar,[gac][jaz_blu]0598__1.wav
-251.532303,213.701828,-20.340967,32.474361,41.350906,-12.664661,7.968615,-0.318549,-19.462616,1.089237,-7.000641,-16.502655,-4.115134,641.752182,815.472282,1256.628042,0.032493,0.133190,23.163916,acoustic_guitar,[gac][jaz_blu]0598__2.wav
-248.787872,205.732956,-30.112278,36.710278,45.894108,-14.849365,7.331483,1.108008,-16.984488,6.574295,-2.626735,-16.295456,-6.119617,760.750822,908.406335,1616.646635,0.041951,0.126447,23.860938,acoustic_guitar,[gac][jaz_blu]0598__3.wav
-289.565063,111.107285,4.212770,38.749725,6.177961,1.147778,-3.561833,2.238770,4.033145,-3.603734,-13.945100,-8.251696,-11.584381,1580.201558,2109.256842,3295.076998,0.050853,0.047374,24.807341,acoustic_guitar,[gac][jaz_blu]0603__1.wav
-168.434357,77.579597,-6.517302,49.217487,-7.260395,6.215283,-3.532521,-7.959450,-4.239824,-0.072013,-16.623190,-3.530105,-19.171181,2490.008959,2283.278566,4902.447791,0.156205,0.073823,26.202945,acoustic_guitar,[gac][jaz_blu]0603__2.wav
-272.213165,74.951500,-1.591954,52.526577,-1.642877,5.791944,2.540476,0.909890,0.185901,3.104659,-9.736683,-5.595262,-15.563250,2218.461686,2329.140041,4624.752291,0.095925,0.044145,25.493667,acoustic_guitar,[gac][jaz_blu]0603__3.wav
-298.557983,165.001862,19.596308,48.788040,10.559277,12.454975,2.587813,0.511680,-8.865567,-6.428483,-3.250937,-1.557849,-6.502314,812.963004,1327.334731,1467.487793,0.030273,0.068426,25.558228,acoustic_guitar,[gac][jaz_blu]0607__1.wav
-313.293976,174.996964,26.502445,35.278320,0.585329,4.404968,-1.053282,-4.213353,-6.429525,-5.354050,-0.881065,-3.301927,-7.046307,786.450650,1273.131063,1326.114032,0.029860,0.066670,24.979452,acoustic_guitar,[gac][jaz_blu]0607__2.wav
-294.798157,182.049011,21.006269,32.074329,7.569226,4.109764,-1.285679,-5.727228,-4.333964,-6.335703,-7.055994,-6.488558,-11.949059,685.262675,1111.264599,1073.016076,0.029271,0.082911,24.514730,acoustic_guitar,[gac][jaz_blu]0607__3.wav
-322.918243,131.044067,20.328016,17.802189,-2.727009,18.808390,-1.118251,2.618242,-0.966312,10.856334,0.212032,3.280414,-3.739346,1334.721536,1942.792511,2721.134315,0.037680,0.038908,25.206241,acoustic_guitar,[gac][jaz_blu]0613__1.wav
-304.241058,119.528549,18.290077,14.282492,-6.006977,19.385870,-2.934308,5.004364,-3.425093,5.837734,-1.785941,3.754401,-8.688534,1454.035303,2041.314734,3007.277456,0.051401,0.035843,25.915627,acoustic_guitar,[gac][jaz_blu]0613__2.wav
-201.398621,103.757706,20.378696,21.583860,-3.470721,21.771484,-4.917834,5.126929,-0.481029,6.944987,-3.954781,-1.302093,-11.346105,1743.194585,2396.743725,4315.171086,0.046702,0.074946,24.590301,acoustic_guitar,[gac][jaz_blu]0613__3.wav
-373.217621,155.937958,-13.793666,24.063305,16.896439,15.451757,9.453940,2.935310,-15.065454,-12.475840,-8.468810,-3.642657,-7.360357,1065.393461,1461.787573,1967.223745,0.052058,0.023332,26.211468,acoustic_guitar,[gac][jaz_blu]0626__2.wav
-294.413788,147.301254,-42.853474,82.364990,24.833853,21.803343,14.306585,-3.524103,6.155565,-13.975013,-5.034437,-8.938043,-7.267521,1135.951981,1321.636459,2513.753005,0.054616,0.061592,24.532382,acoustic_guitar,[gac][jaz_blu]0637__1.wav
-300.356842,147.460617,-40.270725,79.472816,28.389172,18.686750,13.651771,-3.507073,4.449296,-13.785090,-8.516495,-14.853149,-11.098584,1065.273221,1280.720233,2382.234826,0.046905,0.064882,24.038482,acoustic_guitar,[gac][jaz_blu]0637__2.wav
-294.351257,156.430679,31.712973,44.317772,10.930453,10.976655,10.127875,4.169574,3.666876,5.749284,-1.273737,-0.518155,-0.259244,767.928461,1349.244244,1398.084623,0.025657,0.100173,25.804438,acoustic_guitar,[gac][jaz_blu]0638__1.wav
-308.835846,157.562561,24.315186,39.209179,11.276588,14.381533,16.622374,5.715016,0.086442,2.164839,-0.594633,-1.723416,-0.982574,792.833074,1430.792979,1411.004545,0.025575,0.069730,24.898912,acoustic_guitar,[gac][jaz_blu]0638__2.wav
-293.550659,153.181259,28.021767,45.523872,12.153908,14.001612,8.713202,1.883377,1.323603,7.475749,-9.963284,-6.999385,-1.908903,868.218187,1502.136408,1614.576134,0.030119,0.084382,26.516260,acoustic_guitar,[gac][jaz_blu]0638__3.wav
-446.797882,126.650749,-26.129936,26.274673,13.105848,3.126191,0.143120,8.864169,3.087024,2.440330,-8.264241,-4.982026,-14.137112,1296.523498,1576.413360,2327.573618,0.068923,0.009957,27.297300,cello,008__[cel][nod][cla]0058__2.wav
-400.837189,115.451767,-31.504057,20.905094,10.660571,1.763293,-8.335675,-2.076679,-5.405671,5.017486,-1.480893,6.807166,2.905111,1441.664974,1627.217112,2482.695500,0.081689,0.015928,28.532325,cello,008__[cel][nod][cla]0058__3.wav
-311.085968,125.909782,-20.341791,31.492462,6.542878,4.134749,-8.606092,0.062835,-5.112191,-2.460747,-5.867075,0.771828,2.925911,1615.407735,1879.968314,3080.573167,0.081682,0.017609,23.410520,cello,012__[cel][nod][cla]0043__1.wav
-305.232697,116.129875,-23.545818,19.311096,3.085201,2.510531,-7.585392,1.388103,-1.338072,-0.548224,-9.611471,-2.103961,3.807562,1758.006125,1952.732502,3300.377479,0.089855,0.020054,24.995553,cello,012__[cel][nod][cla]0043__2.wav
-290.569946,103.210526,-28.604210,17.878883,3.431500,0.964702,-8.432396,1.793697,-1.355662,1.755424,-5.049275,-0.383292,1.803364,1931.520779,2027.381459,3569.625338,0.106412,0.021839,24.600914,cello,012__[cel][nod][cla]0043__3.wav
-301.983124,134.235733,-31.480448,70.220734,1.376286,13.781097,-7.341661,-3.164588,-7.559637,1.150838,-1.589599,-3.564330,-1.957785,1467.846507,1609.690772,3177.389761,0.072468,0.040628,26.114726,cello,013__[cel][nod][cla]0025__1.wav
-307.771301,146.156342,-28.898672,52.376293,-3.586507,8.997546,-16.427544,-8.795328,-15.278537,-1.342573,-3.916461,-8.366785,-10.027244,1263.823054,1505.067054,2578.352614,0.055551,0.036578,25.094283,cello,013__[cel][nod][cla]0025__2.wav
-270.195068,111.903801,-20.917643,25.671749,6.515472,0.683064,-10.928852,-3.004753,-4.745996,-0.418484,-5.693622,-0.579392,2.270225,1637.456516,1929.276737,3136.890775,0.071586,0.036121,25.886516,cello,014__[cel][nod][cla]0041__1.wav
-296.037140,149.599884,-10.050241,29.275030,10.328419,6.370285,-4.597589,5.743976,2.704501,1.534268,-3.072248,0.504413,-1.881897,1216.568546,1683.739121,2373.207444,0.047795,0.029192,22.500670,cello,014__[cel][nod][cla]0041__2.wav
-286.112305,111.370399,-16.798708,34.643589,12.450843,5.375916,-4.948331,3.590188,3.704037,3.637204,-5.483062,-2.855835,1.189988,1644.867444,1968.790862,3253.584172,0.073516,0.030217,25.725726,cello,014__[cel][nod][cla]0041__3.wav
-233.759277,138.969879,-53.819653,67.395073,-7.087451,-6.690073,-18.295973,-6.993361,-5.515205,-5.799130,-4.937713,-3.408909,-4.926649,1694.504036,1444.996431,3100.615610,0.128617,0.056493,25.742913,cello,027__[cel][nod][cla]0027__1.wav
-256.775909,133.697754,-47.350513,76.742798,-2.993625,0.515976,-23.568813,-8.917125,-9.761238,-4.789399,-3.217721,0.433810,-4.270962,1649.299834,1461.366786,2969.594351,0.128166,0.051116,26.447996,cello,027__[cel][nod][cla]0027__2.wav
-265.489594,131.963425,-44.577072,76.949219,5.881663,2.185693,-17.396469,-1.822969,-1.151047,-3.382506,-3.844750,1.722075,-2.043779,1513.071099,1486.769027,2840.643592,0.097596,0.051038,26.719580,cello,027__[cel][nod][cla]0027__3.wav
-446.344421,108.331383,-29.426872,14.767774,-2.172418,3.540813,-3.058262,-0.986644,-4.648617,-3.032453,-9.610807,-9.394149,-13.034298,1615.404370,1829.993951,3097.219989,0.048208,0.010601,24.784120,cello,031__[cel][nod][cla]0020__1.wav
-366.146179,104.814301,-32.855045,17.025072,-0.426611,2.702093,-7.390080,-4.873702,-10.041277,-6.364242,-16.487680,-9.878792,-10.820115,1690.988841,1896.954568,3162.813439,0.074947,0.014511,26.112185,cello,031__[cel][nod][cla]0020__2.wav
-367.330811,116.259087,-30.364435,20.466068,-0.302565,1.195518,-10.531719,-11.000975,-11.677305,-5.313801,-20.458496,-12.542580,-13.000894,1495.013499,1776.331050,2855.716834,0.051315,0.019609,25.161517,cello,031__[cel][nod][cla]0020__3.wav
-274.153015,130.381943,-24.647694,16.499430,3.298372,-6.291121,-5.142342,-3.150751,-3.441075,1.272810,-13.310598,-10.105808,-18.155457,1455.811453,1784.820002,2673.015888,0.060468,0.036041,24.348815,cello,032__[cel][nod][cla]0033__1.wav
-233.089279,140.111542,-23.343760,17.718250,2.369716,-8.729357,-8.455382,-3.013590,-5.818708,-7.544972,-18.876019,-9.584661,-16.538782,1352.919281,1693.926958,2460.251277,0.058504,0.055893,23.556642,cello,032__[cel][nod][cla]0033__2.wav
-224.376297,120.192650,-29.450563,20.670145,-2.349805,-9.168961,-11.979221,-8.298072,-12.384678,-10.069235,-19.412819,-8.558622,-9.287221,1529.478319,1801.944960,2887.188439,0.056693,0.070040,24.825059,cello,032__[cel][nod][cla]0033__3.wav
-238.750168,104.101830,-17.231520,22.299358,1.548066,-8.804027,-11.249043,-6.980822,-5.517439,-2.380350,-16.895178,-5.251493,-10.579926,1808.941800,2004.203425,3430.322078,0.087887,0.049878,26.603727,cello,033__[cel][nod][cla]0031__1.wav
-225.276306,141.475845,-25.077454,27.852472,3.936408,-1.692940,0.526586,1.965254,0.244497,3.626979,-8.724380,-2.309634,-15.068481,1340.642209,1679.569442,2564.604492,0.060787,0.051943,24.946670,cello,033__[cel][nod][cla]0031__2.wav
-237.636353,135.386475,-21.398258,19.300589,3.735969,-8.083306,-7.236094,-3.345665,-3.429342,-2.241180,-11.816204,-1.897536,-10.624514,1431.456854,1744.299643,2632.516902,0.067172,0.054603,24.850847,cello,033__[cel][nod][cla]0031__3.wav
-387.611847,85.952263,-21.222828,23.779778,2.829047,-3.681304,-13.471856,-5.661207,-7.589641,-5.486293,-4.346542,4.253072,-9.874664,1847.536162,1946.452751,3478.771785,0.083905,0.019210,25.239655,cello,038__[cel][nod][cla]0039__1.wav
-368.086151,81.664742,-24.482512,29.796209,0.297068,-11.545983,-17.064398,-4.017664,1.483136,8.252625,-0.125507,-4.835660,-31.724808,1978.196537,1970.399750,3626.853966,0.103812,0.017388,26.151768,cello,038__[cel][nod][cla]0039__2.wav
-324.107391,126.222237,-29.388916,60.691933,7.580770,17.337368,-9.919701,7.424681,-2.515184,12.426422,2.678707,-5.274324,-10.755929,1439.782828,1656.433820,2889.093299,0.074463,0.024581,25.791895,cello,041__[cel][nod][cla]0023__1.wav
-291.502930,135.606033,-27.941339,64.241379,0.706956,6.837411,-11.155179,-3.163090,-10.127357,-1.500454,-4.971326,-8.244908,-5.661189,1316.065738,1504.387362,2719.146635,0.057065,0.049551,26.763202,cello,041__[cel][nod][cla]0023__2.wav
-272.211914,137.690689,-34.657288,56.678337,0.395727,6.256839,-2.415246,1.426071,-6.697569,1.032635,-0.252230,-7.408747,-3.153941,1288.978870,1507.907392,2716.993314,0.049283,0.054909,25.477201,cello,041__[cel][nod][cla]0023__3.wav
-323.133728,119.718643,-19.008381,25.162661,9.871171,2.369391,-9.093282,2.131029,1.633281,2.256584,-6.333393,-2.436990,-6.179349,1519.368007,1832.017836,2767.099422,0.079815,0.019009,26.542244,cello,042__[cel][nod][cla]0042__1.wav
-339.357574,110.447556,-17.644653,29.840925,6.255610,1.506725,-6.902850,-1.642864,-4.317362,0.341290,-6.598396,-8.799392,-1.075049,1636.081140,1927.766024,3133.495155,0.085404,0.015749,26.538909,cello,042__[cel][nod][cla]0042__2.wav
-369.106964,115.694550,-21.341883,32.868752,11.184041,4.091245,-7.406287,1.028968,-3.411177,1.760803,-10.528750,-12.384818,3.880786,1532.988469,1812.005241,2890.584059,0.089066,0.014607,26.740996,cello,042__[cel][nod][cla]0042__3.wav
-313.370087,139.255554,-56.713589,63.381332,5.409296,0.869106,-13.989415,-0.460087,-4.557191,-2.548321,-5.952437,-8.127427,-7.401776,1553.069667,1472.306079,2882.798978,0.091891,0.024716,23.766813,cello,043__[cel][nod][cla]0029__1.wav
-316.002167,117.682503,-61.912235,69.134705,-0.925067,5.017242,-7.358927,-2.465418,-8.295354,-7.233383,-11.043235,-11.529053,-2.625142,1871.780288,1422.038371,3201.656025,0.136276,0.030497,25.402569,cello,043__[cel][nod][cla]0029__2.wav
-338.634491,142.325867,-31.536835,54.209991,19.433613,-0.013655,-8.523881,4.907275,-2.523838,-12.146504,-0.792119,-4.290524,-5.983717,1175.185269,1462.428145,2491.143142,0.043025,0.037809,23.562399,cello,043__[cel][nod][cla]0029__3.wav
-316.883820,124.448662,-21.941566,6.527682,4.741706,-10.035765,-5.731090,0.590393,-1.766421,-1.479200,-10.001968,-4.695557,-15.352638,1475.377214,1892.884966,2643.283504,0.060941,0.029388,24.348379,cello,046__[cel][nod][cla]0034__1.wav
-296.643860,55.254894,-34.829456,-3.815770,-13.495819,-23.195200,-5.527132,14.457314,27.182354,26.662264,-10.311599,-18.300507,-20.812946,2205.422055,2180.537592,4018.012883,0.098806,0.059864,27.238743,cello,046__[cel][nod][cla]0034__3.wav
-308.452759,161.891861,-7.688024,24.057625,-2.170774,5.184782,-21.770166,14.761920,-13.315360,-12.476288,-19.081539,-31.865726,1.526250,1034.211862,1546.714861,1842.082707,0.036771,0.042248,25.697264,cello,048__[cel][nod][cla]0022__2.wav
-310.461182,146.346191,-5.736040,26.460787,-3.879805,4.746405,-25.115715,8.919052,-15.899831,-11.223849,-16.041006,-23.662275,2.044228,1252.071940,1775.731583,2450.809796,0.046627,0.030641,25.068003,cello,048__[cel][nod][cla]0022__3.wav
-496.817444,132.663528,-10.852270,29.572168,2.781217,-2.802324,-9.780750,-3.218315,-5.055510,5.670117,-2.559731,0.641494,-5.477727,1370.092782,1751.266719,2633.510742,0.069843,0.004653,25.292164,cello,056__[cel][nod][cla]0038__1.wav
-411.516418,119.293259,-24.047846,28.749481,-3.353930,-18.417507,-22.434584,-12.423423,-8.330437,6.441965,4.425211,6.633293,-7.375329,1638.669174,1712.914964,3031.709360,0.095970,0.011321,25.334023,cello,056__[cel][nod][cla]0038__2.wav
-317.874084,139.873779,-39.522625,17.596680,-8.627579,-7.673102,-18.477888,-9.140810,-13.472675,-5.204812,-8.788401,-4.453095,-11.290447,1480.076346,1613.810024,2687.095290,0.080608,0.019200,23.050932,cello,056__[cel][nod][cla]0038__3.wav
-369.101135,176.383987,-30.293814,29.399021,21.406025,-4.845610,-15.769958,-0.399762,1.540079,1.456416,-3.409047,-3.590719,-16.970869,899.733353,1229.815839,1813.012883,0.035720,0.025993,24.513856,cello,057__[cel][nod][cla]0036__1.wav
-393.624695,92.035873,-19.229795,30.621536,10.021974,0.104058,-13.418211,1.767302,-3.256741,-2.897690,-7.516367,0.407384,-15.338586,1778.233640,1847.467459,3229.566369,0.097900,0.016909,27.385605,cello,057__[cel][nod][cla]0036__2.wav
-492.561279,53.278126,-8.561742,19.159492,3.139467,-6.259711,-1.782529,19.865042,15.313450,-3.700034,-27.209175,-1.528782,22.654552,2950.473443,2418.459491,5546.539025,0.196082,0.004365,25.996502,cello,057__[cel][nod][cla]0036__3.wav
-401.876129,121.910606,-11.842347,23.808594,-3.788882,-7.387687,-16.046612,-5.159517,-6.462920,1.187713,-0.328718,8.331148,7.526589,1470.354342,1875.325565,2827.392390,0.067961,0.011138,25.751463,cello,060__[cel][nod][cla]0045__1.wav
-320.901642,87.614311,-13.401714,16.359707,-5.818768,-15.679900,-25.872490,-2.492754,-6.331838,3.048815,-13.188715,1.798132,1.502163,2104.160996,2139.564812,4038.055326,0.131979,0.023074,28.689619,cello,060__[cel][nod][cla]0045__2.wav
-330.723694,115.623352,-27.091425,19.350826,1.625690,-12.248570,-22.533703,-11.644004,-13.096331,-8.853737,-14.783186,-0.751798,5.581319,1637.747430,1784.735025,2885.532039,0.103831,0.020482,27.544289,cello,060__[cel][nod][cla]0045__3.wav
-281.077179,106.583252,-20.111858,12.281775,7.690619,-4.706603,-9.081441,-7.965421,-10.987150,1.882444,-5.964155,7.593174,-4.109117,1818.270739,2045.992743,3277.519156,0.101780,0.027622,27.517005,cello,061__[cel][nod][cla]0032__1.wav
-362.375824,121.893356,-25.070686,15.990428,2.797875,-6.846976,-6.161778,-1.269620,-1.043956,5.781638,-5.552915,5.932926,-7.015993,1579.609830,1832.563653,2814.472468,0.083368,0.014402,25.665310,cello,061__[cel][nod][cla]0032__2.wav
-308.275543,123.812721,-16.576162,21.851141,5.202421,-4.449734,-7.943623,-3.176078,-5.952320,9.623545,-1.370153,8.245359,-1.297384,1589.188413,1892.596472,2934.230206,0.080871,0.023064,26.149788,cello,061__[cel][nod][cla]0032__3.wav
-257.066925,137.151321,-17.716467,27.107212,-0.970247,-4.827834,-7.202797,-2.022588,-1.825186,7.832517,-3.325945,-0.010248,-10.572535,1454.239488,1762.749819,2801.055627,0.065355,0.040295,23.635081,cello,065__[cel][nod][cla]0059__1.wav
-255.101868,132.457016,-17.501497,28.662529,-1.149937,-1.801751,-5.516045,-0.623520,-2.054685,5.398732,-5.620037,-0.943140,-9.173407,1534.252250,1824.531816,3001.065956,0.071368,0.035955,23.423559,cello,065__[cel][nod][cla]0059__2.wav
-512.208984,105.920525,6.713680,20.272987,12.331542,3.666237,-14.077250,-1.065158,0.382980,7.558549,11.005856,23.236328,5.499815,1753.524914,2191.093669,3465.272123,0.077682,0.004957,23.508412,cello,071__[cel][nod][cla]0053__1.wav
-331.457550,169.648926,-16.199350,28.939360,6.970288,-1.278184,-18.600245,0.340821,0.401762,-3.507439,-11.546400,-7.841184,-11.895799,928.264006,1322.181518,1718.763709,0.037098,0.034346,23.430843,cello,071__[cel][nod][cla]0053__3.wav
-381.562286,162.675140,-30.103291,24.785158,-0.708840,-8.026513,-9.555279,-8.928965,-7.075113,-7.692621,-9.893026,-6.969460,-13.805604,1074.931051,1346.829863,1995.879470,0.052194,0.018950,24.529987,cello,074__[cel][nod][cla]0037__1.wav
-310.830231,127.728172,-30.954338,10.866737,-3.475886,-4.781801,-9.738931,-4.623184,-10.756987,-5.035607,-5.345708,10.266857,-1.274836,1659.823998,1782.952021,2935.141226,0.099827,0.021214,24.873964,cello,074__[cel][nod][cla]0037__2.wav
-333.338562,151.846069,-10.179155,29.235970,10.327437,0.669543,-3.657179,-1.469678,-2.826836,0.838813,-2.109047,5.506738,-8.203133,1222.807632,1605.278391,2324.592097,0.059672,0.023417,23.780896,cello,074__[cel][nod][cla]0037__3.wav
-391.511200,144.479721,-27.325132,22.957226,-0.170692,-8.638055,-6.255391,-7.130203,-8.950265,-13.586777,-22.167162,-11.125442,-9.799835,1208.552132,1545.549226,2253.201247,0.053733,0.013943,25.928654,cello,075__[cel][nod][cla]0021__2.wav
-408.352753,113.833588,-32.489529,12.015308,-8.115151,-13.921458,-13.692483,-15.595961,-18.303064,-8.063254,-19.863119,-4.053275,0.730972,1698.022178,1755.068680,3069.723745,0.103148,0.010651,28.855883,cello,075__[cel][nod][cla]0021__3.wav
-367.803101,181.656845,-14.470791,21.486864,21.618467,5.635199,-13.339520,8.070950,4.157231,-5.947931,-6.794204,0.181857,-11.194491,717.099289,1172.765857,1283.296086,0.024189,0.037197,25.013410,cello,078__[cel][nod][cla]0052__2.wav
-471.062439,168.397812,5.936091,9.194975,21.219383,7.467384,-9.364328,8.865362,10.333588,4.561349,-4.226198,3.246540,-3.484379,860.261626,1528.421640,1452.166091,0.025556,0.010295,23.610859,cello,078__[cel][nod][cla]0052__3.wav
-261.079376,88.667770,-32.311272,3.919021,-9.090231,-18.956205,-16.289715,-9.522289,-5.544990,3.274046,-9.030217,-0.203698,-3.327683,2021.134076,2113.955435,3683.088755,0.097390,0.037883,25.631421,cello,082__[cel][nod][cla]0035__1.wav
-373.243317,161.646561,3.166378,14.626870,21.422089,-1.999193,-4.877964,4.935325,-0.717522,-6.674833,-11.644437,-6.657539,-13.822008,954.179284,1592.858130,1622.444035,0.032767,0.025749,22.683023,cello,082__[cel][nod][cla]0035__2.wav
-281.733398,91.629433,-34.106808,4.715899,-5.044868,-12.400109,-2.226262,0.303091,-0.749367,2.109576,-9.700044,-1.187547,-12.944501,2083.791959,2107.215088,3739.903283,0.114874,0.027197,24.482043,cello,082__[cel][nod][cla]0035__3.wav
-239.731644,146.988007,-41.940338,9.633731,-15.119979,-3.095266,-16.962919,-3.566110,-4.287465,1.335711,-14.588080,-5.925529,-7.784142,1455.085204,1519.933621,2416.191031,0.095185,0.048515,24.471897,cello,083__[cel][nod][cla]0056__1.wav
-270.541168,128.595673,-13.264021,16.351135,0.506074,1.741356,-8.228373,16.418280,14.318222,-1.501686,-23.360058,-6.421569,11.843205,1644.971057,1843.253292,2897.209660,0.102118,0.035958,24.729465,cello,083__[cel][nod][cla]0056__2.wav
-270.548737,148.159622,-20.592926,22.853958,0.987283,-0.180041,-13.079665,-0.580437,-2.737989,1.758461,-8.668175,-0.537817,-9.452469,1319.084211,1665.487179,2438.552434,0.056667,0.031131,22.527366,cello,083__[cel][nod][cla]0056__3.wav
-333.399506,106.412437,-25.069527,20.168472,0.924338,-1.229582,-11.873713,-5.905981,-6.105991,-2.147233,-10.013889,-4.656068,-5.721047,1670.605471,1891.272369,3089.931828,0.086591,0.021779,27.078763,cello,088__[cel][nod][cla]0044__1.wav
-340.623444,105.478249,-31.064152,17.418945,2.965249,0.690662,-11.725753,-5.268118,-8.168915,0.730934,-8.956353,-9.684304,-6.010533,1676.352371,1856.672051,3004.875676,0.090396,0.019974,27.140038,cello,088__[cel][nod][cla]0044__2.wav
-341.988953,124.868126,-45.829281,48.575676,-5.981510,1.244442,-16.941124,1.134726,-4.460889,2.803914,-6.768656,-5.702884,-6.725261,1638.998713,1587.262138,2993.363694,0.099474,0.019235,24.686800,cello,089__[cel][nod][cla]0026__1.wav
-342.660706,125.110878,-43.903778,47.682102,-6.982276,-0.360037,-17.111155,3.192439,-4.433458,0.255701,-3.658196,-3.812828,-9.403473,1664.847785,1632.841037,3076.349346,0.098764,0.017752,23.989476,cello,089__[cel][nod][cla]0026__2.wav
-305.676361,144.484848,-42.390942,51.430889,-4.620932,-1.705822,-14.915310,1.310319,-4.823877,-3.285113,-8.334175,-13.642561,-10.977785,1471.492354,1439.422775,2775.712703,0.097882,0.030948,25.604100,cello,089__[cel][nod][cla]0026__3.wav
-353.500610,95.015373,-20.020010,58.983353,-16.274387,14.035563,-26.967968,-5.437047,-12.288492,-3.861549,-6.960749,1.070421,7.819354,2101.935384,2026.734545,4426.564002,0.102866,0.013173,23.546451,cello,090__[cel][nod][cla]0024__1.wav
-362.716156,89.915787,-22.400791,60.301922,-17.121140,16.258350,-26.580484,-3.602696,-11.909390,2.702456,3.099559,11.633812,4.481128,2169.589662,2065.326441,4585.081505,0.092574,0.011488,24.188451,cello,090__[cel][nod][cla]0024__2.wav
-380.073242,79.142143,-16.599474,65.968750,-13.481092,23.514769,-19.265818,-1.481536,-10.326980,-2.920819,-8.291035,-1.383336,-1.397855,2370.798764,2178.115090,4890.024790,0.099117,0.009963,23.465765,cello,090__[cel][nod][cla]0024__3.wav
-413.615021,147.017044,-10.342908,21.141779,7.430647,1.174197,-16.316046,4.810797,5.229266,-3.589822,-12.342047,-4.039723,-9.155549,1158.999173,1637.796149,2214.607121,0.041376,0.014007,24.221968,cello,101__[cel][nod][cla]0054__1.wav
-514.068359,136.171722,17.784994,18.842888,13.646605,0.573585,-13.414319,-1.821962,1.386742,3.896997,-2.321917,-0.399264,-10.427748,1245.513661,1977.721744,2439.463454,0.037891,0.006057,21.791966,cello,101__[cel][nod][cla]0054__2.wav
-302.192017,155.755737,-51.187801,53.135933,13.671608,0.437226,-16.085167,-11.095743,-3.587455,-16.519384,-17.184532,-13.610051,-1.592849,1342.134903,1305.367551,2351.094501,0.085521,0.038914,23.950116,cello,106__[cel][nod][cla]0028__1.wav
